1	2.1419053155	1.919407949	0.0501333631	-0.1069902864	1.2809776381	1.6846227956	0.1827785926	-0.3966434027	0.8090554869	2.4862133924
2	1.8023071497	0.8784870753	2.4105062239	0.3597672178	-0.2096444593	1.3537576979	0.5096503508	1.5507215383	-0.203551002	1.3210160806
3	2.5511476389	1.4385302862	1.4815980608	2.519631079	0.7231682708	0.9160610215	2.2558330058	0.6747272061	0.8267096669	-0.8585851446
4	2.4238069456	-0.3637260241	-0.9646660988	0.0814051561	-1.5488873934	-0.6309606578	0.8779952254	2.2891590718	0.7308611443	1.2574914085
5	0.680085624	-0.7684998593	0.5165496871	0.4900095346	2.116673377	0.9590527985	-0.1076715169	2.8623214176	2.1457411377	-0.0586772049
6	2.0725991339	-0.931744152	1.3010252161	1.2475231583	2.4061568492	-0.5202207204	1.2709294127	1.5612492848	0.470170422	1.5390221915
7	3.2123402142	0.3670664312	-0.8831759122	1.3865659854	1.3258292709	0.0986956805	0.9973196911	0.526040745	0.4520218452	0.9808998515
8	2.6468163883	-0.1070625922	1.5938103927	0.8443353789	1.6632872929	2.2267933607	1.8839698438	1.2217245467	1.919702086	0.2606241814
9	1.8035177495	0.7460582552	0.2361611395	-0.8645567427	-0.8613062	0.4234001189	0.5910061938	1.2484609376	0.5190870451	1.4462120574
10	0.5534111111	1.0456386879	1.7045663273	0.7281759816	1.0807487792	2.2590964696	1.7635098382	2.7220810802	1.1459500541	0.0053369875
11	1.200749626	1.8962364439	2.5117192131	-0.4034737281	-0.9069696484	2.3685654487	0.4403269676	1.7446081537	2.5736655957	2.1280434418
12	0.8079184133	-1.2544936618	1.4398518629	1.6568003266	0.2550498386	2.1994753269	2.7797467522	1.0674041521	2.295064022	0.4173234715
13	1.7688682382	1.4176645502	0.530907764	1.4141481733	1.6630227275	1.8671946375	1.2967008778	1.3215230565	3.2242953581	1.8358482078
14	-0.193302298	1.118805146	1.5580410346	-0.9527104651	2.4960553383	0.2374178113	1.8951776489	0.8173290971	1.929763464	0.5625196402
15	0.895089061	0.3885617561	1.3527646645	-0.1445166108	0.3461682011	3.6770971085	1.1513217164	2.8470372001	1.440743315	1.8773090852
16	1.9469806944	0.300226354	-1.3152072275	1.0948002012	1.1920371028	-0.0081308323	-1.1507172056	2.6170416084	1.5473509656	2.6230096333
17	1.3696692989	2.2240526315	1.8751209164	0.7099955724	1.4333345396	2.0069743968	2.7830081455	2.3568703165	1.4459302416	2.3915127941
18	1.0329554153	0.1981751201	0.9828173668	-0.3164854365	0.9721814448	2.9719833391	2.3758681039	-0.2706898499	1.2920337802	2.5333192717
19	1.1046204259	-0.3131603672	2.7799964944	1.3952547694	0.4995371677	-1.0407393926	2.0869289166	-0.0408491312	2.9616582572	1.9258632213
20	2.3616569347	3.8896525506	0.5089863293	0.2898014168	2.5704667207	0.1575915027	0.6680692314	-0.6988476699	0.4688584882	-1.5875629833
21	1.3015645248	-0.1528052896	-0.7133285087	1.081319758	-0.3278612176	1.696586208	-0.2876713314	2.2509059069	1.0125522003	1.6566974914
22	-0.3213530059	1.8149172295	1.6110409277	1.1234808949	1.388402575	0.4178727619	1.4334356888	0.2039568955	1.0639952991	0.2578889243
23	2.1806635961	1.9198186084	2.2380051788	0.9291144985	0.4341039397	2.0508212282	1.9441165305	0.3088390932	1.8859638094	-1.5333713395
24	1.4163203752	1.4062903984	1.8418616458	0.6519263936	2.070354515	0.7652230913	1.1557263986	1.6683095785	1.3685121432	1.0970993372
25	-0.2388537518	0.7346703244	0.3968612746	0.8536167114	2.8821103658	2.843586968	0.2256284104	0.8466499261	1.137208807	0.0880674005
26	1.1906821022	1.7232172113	0.5636637343	0.8190845829	1.8037789293	2.3862531408	0.6515070901	2.0537138497	1.0498892795	2.3674485272
27	1.2667391586	1.0272601666	0.1694838906	1.3980698433	1.2347363543	1.5199782395	0.7755635066	1.9518789477	0.8463891971	-0.1594658183
28	1.9177143967	0.1062210539	1.0776111251	1.9697328375	0.5806581671	0.9622645871	0.5267699759	0.1446292443	3.2051831376	0.3349768611
29	2.8022977942	1.7233623252	1.8343656581	2.5078868235	2.873277343	1.1756573488	1.8230498418	-0.0642009958	-0.3185016103	1.3953402446
30	1.2938159465	1.9082454405	1.0390424276	1.4123446397	0.1427237147	0.5954644427	1.9311182994	1.4425836945	0.2359391571	-0.0046799615
31	2.1489058966	1.5823735499	0.4798453886	0.0572541113	-0.1920553745	2.5780160063	2.6356236021	1.9829002136	0.1979928811	1.7028918814
32	1.567286268	-0.0987393492	0.7244061202	-0.4118257917	1.1979110918	-0.1248175303	0.5630131395	1.3855377351	-0.8919101455	2.742464807
33	0.6879772771	1.5821118123	0.3665634722	0.8507982088	0.9426300132	1.9836038427	0.8130990942	-1.0826899071	0.7979163058	-0.1284104013
34	0.4972675566	1.1012109679	0.2718453093	0.0959018712	2.7114680849	1.0712539491	0.4661357698	1.1666136731	1.0060435329	1.3752864303
35	1.5705074035	2.5388314005	3.7053250869	1.7253747699	0.2905920925	2.2062201954	1.7686772759	-0.1438981876	1.3171178119	1.9606594585
